t,y,y_clean,noise
0.0,1.009491309044178,1.2408573304574848,-0.23136602141330687
0.05025125628140704,0.8915370971891959,1.1645130173356864,-0.2729759201464904
0.10050251256281408,1.032343114133913,1.0785883012323552,-0.04624518709844213
0.15075376884422112,1.439592139722289,0.9840920347516822,0.4555001049706068
0.20100502512562815,0.9376123880025201,0.8821043157558287,0.055508072246691444
0.2512562814070352,0.9263483083968564,0.7737645416967363,0.1525837667001202
0.30150753768844224,0.7028027146200264,0.6602590453662988,0.04254366925372767
0.35175879396984927,0.6994048760929159,0.5428084428711987,0.15659643322171724
0.4020100502512563,0.15403709548727929,0.4226548255802699,-0.2686177300929906
0.45226130653266333,0.21494653335412023,0.3010489273926372,-0.08610239403851698
0.5025125628140704,0.23150756608020995,0.17923739695820215,0.052270169122007784
0.5527638190954774,0.05486693827428773,0.05845030148528228,-0.0035833632109945517
0.6030150753768845,-0.09850965947969922,-0.06011101545728095,-0.03839864402241828
0.6532663316582915,-0.3084608210820484,-0.175285605133461,-0.1331752159485874
0.7035175879396985,-0.3376406238546983,-0.28596400331385763,-0.051676620540840656
0.7537688442211056,-0.545938200204391,-0.39109863542612466,-0.1548395647782663
0.8040201005025126,-0.9740800455864048,-0.4897134426144486,-0.4843666029719562
0.8542713567839196,-0.8198143317442425,-0.5809126434031251,-0.23890168834111736
0.9045226130653267,-0.568757967867707,-0.663888555642595,0.09513058777488796
0.9547738693467337,-0.42651282287458675,-0.7379284140089123,0.31141559113432554
1.0050251256281408,-0.4397040951490385,-0.8024201294137759,0.3627160342647374
1.0552763819095479,-0.8375065994051148,-0.8568569481428565,0.019350348737741645
1.105527638190955,-0.7221642555653569,-0.9008409802541838,0.1786767246888269
1.155778894472362,-0.7524899964718661,-0.9340855786140109,0.18159558214214477
1.206030150753769,-1.094868398577201,-0.9564165618035859,-0.13845183677361497
1.256281407035176,-1.3073602519691452,-0.9677722858770242,-0.33958796609212083
1.306532663316583,-0.9620251176003624,-0.968202581471325,0.006177463870962595
1.35678391959799,-1.3103067833999393,-0.9578665839518316,-0.35244019944810767
1.407035175879397,-1.0010154176034833,-0.9370294950125179,-0.06398592259096539
1.4572864321608041,-0.784434906981091,-0.9060583243389647,0.12162341735787369
1.5075376884422111,-1.1494305671082707,-0.8654166694882703,-0.2840138976200005
1.5577889447236182,-0.809199524171607,-0.8156586009579344,0.0064590767863273646
1.6080402010050252,-0.5094181043651911,-0.7574217274270041,0.24800362306181306
1.6582914572864322,-0.6191170284846566,-0.6914195232888493,0.07230249480419274
1.7085427135678393,-0.5139686666471474,-0.6184330067970831,0.10446434014993577
1.7587939698492463,-0.3579537796024742,-0.5393018623658232,0.18134808276334902
1.8090452261306533,-0.10832249033861696,-0.454915104764853,0.346592614426236
1.8592964824120604,-0.3359167697576189,-0.3662013861022563,0.03028461634463736
1.9095477386934674,-0.028218876289022227,-0.2741190485756472,0.24590017228662495
1.9597989949748744,-0.19247987026061697,-0.17964602699313217,-0.012833843267484808
2.0100502512562817,-0.19300346810898317,-0.08376970502228634,-0.10923376308669684
2.0603015075376887,0.07548736588744547,0.012523171963932489,0.06296419392351298
2.1105527638190957,-0.012906142913657284,0.10825642668467693,-0.12116256959833421
2.1608040201005028,0.08784828157174017,0.20247412472505327,-0.1146258431533131
2.21105527638191,0.17270177456098015,0.2942499006494295,-0.12154812608844937
2.261306532663317,-0.07638899237629382,0.3826958467303395,-0.45908483910663334
2.311557788944724,0.48807077683446354,0.4669708813023442,0.021099895532119328
2.361809045226131,0.2935214485145158,0.5462885202336094,-0.25276707171909363
2.412060301507538,0.59847015803134,0.6199239821649954,-0.021453824133655482
2.462311557788945,0.9772143220119229,0.6872205659149574,0.2899937560969656
2.512562814070352,0.6433951820801775,0.7475952467016356,-0.10420006462145809
2.562814070351759,0.6921416148109795,0.8005434465004749,-0.10840183168949545
2.613065326633166,1.11842481974343,0.845642942843071,0.27278187690035915
2.663316582914573,0.9918180426682327,0.8825568895753729,0.10926115309285976
2.71356783919598,1.1063413519052379,0.9110359324347092,0.1953054194705286
2.763819095477387,0.8598611648819305,0.9309194116793292,-0.07105824679739868
2.814070351758794,1.0917522958905335,0.942135653316348,0.1496166425741855
2.864321608040201,0.8074676417999079,0.9447013596312684,-0.13723371783136049
2.9145728643216082,0.8035197735103478,0.9387201186347276,-0.1352003451243798
2.9648241206030153,1.0436289162646442,0.9243800606236309,0.11924885564101328
3.0150753768844223,0.782276063968406,0.9019506982229508,-0.11967463425454486
3.0653266331658293,1.0252027026038129,0.8717789939550221,0.15342370864879076
3.1155778894472363,1.3126216135909905,0.8342847065051308,0.4783369070858597
3.1658291457286434,0.4527245659627258,0.789955073352183,-0.33723050738945715
3.2160804020100504,0.5888980180308354,0.7393388932550845,-0.15044087522424904
3.2663316582914574,0.9070693135491952,0.6830400771806604,0.22402923636853483
3.3165829145728645,0.5926951066884132,0.6217107405870579,-0.029015633898644734
3.3668341708542715,0.7882618834639923,0.5560439135054778,0.2322179699585145
3.4170854271356785,0.28475309294259665,0.4867659475691781,-0.2020128546265815
3.4673366834170856,0.48089753656864853,0.4146287010070544,0.0662688355615941
3.5175879396984926,0.3102903200788534,0.3404015836434223,-0.030111263564568936
3.5678391959798996,0.29293768870290504,0.26486354412823654,0.028074144574668492
3.6180904522613067,0.2550182847846939,0.18879508097362124,0.06622320381107263
3.6683417085427137,-0.13103091501897163,0.11297035751221965,-0.24400127253119128
3.7185929648241207,-0.17667799842448267,0.038149498647376226,-0.21482749707185889
3.7688442211055277,0.2449199456479618,-0.03492885573112278,0.2798488013790846
3.819095477386935,-0.04691192718146338,-0.10555466949765449,0.05864274231619111
3.869346733668342,-0.15178396781617584,-0.1730532344067013,0.021269266590525474
3.919597989949749,-0.24560638227036974,-0.23679143774765907,-0.008814944522710663
3.969849246231156,-0.22487501749385452,-0.29618351723507796,0.07130849974122343
4.020100502512563,-0.5818836007192948,-0.3506962528382055,-0.2311873478810893
4.07035175879397,-0.5996590180570976,-0.3998535516780177,-0.19980546637907992
4.120603015075377,-0.18233873944849016,-0.4432403888897768,0.26090164944128663
4.170854271356784,-0.45025103002219796,-0.4805060743916306,0.030255044369432646
4.2211055276381915,-0.3413066480087412,-0.511366822739548,0.1700601747308068
4.2713567839195985,-0.6567404119944958,-0.5356076106102412,-0.12113280138425467
4.3216080402010055,-0.27773823778878143,-0.5530833138606425,0.27534507607186104
4.371859296482413,-0.49466344242579463,-0.5637191234896984,0.06905568106390379
4.42211055276382,-0.4712610832518229,-0.5675102471018401,0.09624916385001715
4.472361809045227,-0.4547750420266411,-0.5645209095697972,0.1097458675431561
4.522613065326634,-0.7142845213229616,-0.5548826734485356,-0.15940184787442602
4.572864321608041,-0.9119362789166636,-0.5387921062366515,-0.3731441726800121
4.623115577889448,-0.73146836117226,-0.5165078277552395,-0.21496053341702048
